Station,Date(NZST),Dir(DegT),Speed(m/s),Dir StdDev,Spd StdDev,Period(Hrs),Freq
Auckland, Sky Tower,20220116:1100,68,6.0,6.7,1.0,1,H
Auckland, Sky Tower,20220116:1200,61,5.6,7.3,0.8,1,H
Auckland, Sky Tower,20220116:1300,60,5.5,7.6,0.9,1,H
Auckland, Sky Tower,20220116:1400,57,5.2,10.6,0.9,1,H
Auckland, Sky Tower,20220116:1500,43,3.9,20.5,1.0,1,H
Auckland, Sky Tower,20220116:1600,70,3.9,21.2,1.0,1,H
Auckland, Sky Tower,20220116:1700,179,5.4,44.4,2.3,1,H
Auckland, Sky Tower,20220116:1800,195,7.7,5.5,1.0,1,H
Auckland, Sky Tower,20220116:1900,193,8.3,5.0,0.8,1,H
Auckland, Sky Tower,20220116:2000,193,9.5,3.7,1.1,1,H
Auckland, Sky Tower,20220116:2100,190,10.1,3.4,0.8,1,H
Auckland, Sky Tower,20220116:2200,182,10.3,3.7,0.7,1,H
Auckland, Sky Tower,20220116:2300,172,8.1,8.2,1.3,1,H
Auckland, Sky Tower,20220117:0000,160,5.3,15.5,1.4,1,H
Auckland, Sky Tower,20220117:0100,148,2.8,18.8,1.0,1,H
Auckland, Sky Tower,20220117:0200,115,1.9,24.7,0.9,1,H
Auckland, Sky Tower,20220117:0300,161,4.3,11.0,1.3,1,H
Auckland, Sky Tower,20220117:0400,169,5.0,7.6,0.5,1,H
Auckland, Sky Tower,20220117:0500,162,4.7,11.0,0.8,1,H
Auckland, Sky Tower,20220117:0600,148,3.2,14.8,0.6,1,H
Auckland, Sky Tower,20220117:0700,147,3.6,15.0,1.2,1,H
Auckland, Sky Tower,20220117:0800,148,3.1,21.6,1.5,1,H
Auckland, Sky Tower,20220117:0900,154,2.7,26.2,1.1,1,H
Auckland, Sky Tower,20220117:1000,177,4.1,13.6,1.0,1,H
Auckland, Sky Tower,20220117:1100,193,5.7,14.0,1.1,1,H
Auckland, Sky Tower,20220117:1200,202,7.1,11.8,1.2,1,H
Auckland, Sky Tower,20220117:1300,197,9.8,5.9,1.3,1,H
Auckland, Sky Tower,20220117:1400,204,9.3,7.2,1.3,1,H
Auckland, Sky Tower,20220117:1500,204,10.3,5.9,1.5,1,H
Auckland, Sky Tower,20220117:1600,207,12.3,5.5,1.4,1,H
Auckland, Sky Tower,20220117:1700,211,11.6,4.8,1.3,1,H
Auckland, Sky Tower,20220117:1800,211,13.1,4.3,1.0,1,H
Auckland, Sky Tower,20220117:1900,212,13.1,4.8,1.0,1,H
Auckland, Sky Tower,20220117:2000,215,10.8,5.9,2.2,1,H
Auckland, Sky Tower,20220117:2100,218,9.2,5.0,1.2,1,H
Auckland, Sky Tower,20220117:2200,218,10.0,3.8,0.8,1,H
Auckland, Sky Tower,20220117:2300,214,11.3,4.1,1.4,1,H
Auckland, Sky Tower,20220118:0000,212,13.0,3.4,0.9,1,H
Auckland, Sky Tower,20220118:0100,208,12.0,3.9,1.2,1,H
Auckland, Sky Tower,20220118:0200,206,9.9,4.6,1.5,1,H
Auckland, Sky Tower,20220118:0300,204,10.5,3.9,1.3,1,H
Auckland, Sky Tower,20220118:0400,207,9.8,5.2,1.3,1,H
Auckland, Sky Tower,20220118:0500,208,9.1,5.0,1.4,1,H
Auckland, Sky Tower,20220118:0600,202,9.4,3.6,1.0,1,H
Auckland, Sky Tower,20220118:0700,200,8.5,5.9,1.4,1,H
Auckland, Sky Tower,20220118:0800,206,7.5,4.8,0.8,1,H
Auckland, Sky Tower,20220118:0900,206,7.9,6.8,1.1,1,H
Auckland, Sky Tower,20220118:1000,209,6.8,9.5,1.1,1,H
Auckland, Sky Tower,20220118:1100,205,7.7,8.6,1.1,1,H
Auckland, Sky Tower,20220118:1200,207,7.6,8.9,1.1,1,H
Auckland, Sky Tower,20220118:1300,213,7.0,10.5,1.3,1,H
Auckland, Sky Tower,20220118:1400,242,6.4,24.5,1.3,1,H
Auckland, Sky Tower,20220118:1500,260,6.9,11.4,1.2,1,H
Auckland, Sky Tower,20220118:1600,236,6.7,27.2,1.2,1,H
Auckland, Sky Tower,20220118:1700,215,6.8,9.4,1.0,1,H
Auckland, Sky Tower,20220118:1800,211,7.7,9.0,1.1,1,H
Auckland, Sky Tower,20220118:1900,207,7.9,6.3,0.8,1,H
Auckland, Sky Tower,20220118:2000,207,9.2,4.3,1.0,1,H
Auckland, Sky Tower,20220118:2100,213,7.1,6.3,1.6,1,H
Auckland, Sky Tower,20220118:2200,210,6.1,6.6,0.6,1,H
Auckland, Sky Tower,20220118:2300,209,5.9,7.4,0.8,1,H
Auckland, Sky Tower,20220119:0000,207,6.8,2.3,0.3,1,H
Auckland, Sky Tower,20220119:0100,212,5.5,4.5,0.9,1,H
Auckland, Sky Tower,20220119:0200,213,5.7,3.2,0.4,1,H
Auckland, Sky Tower,20220119:0300,208,5.9,2.7,0.4,1,H
Auckland, Sky Tower,20220119:0400,206,6.3,3.0,0.5,1,H
Auckland, Sky Tower,20220119:0500,200,5.4,3.5,0.3,1,H
Auckland, Sky Tower,20220119:0600,200,4.3,3.1,0.2,1,H
Auckland, Sky Tower,20220119:0700,210,3.0,2.0,0.5,1,H
Auckland, Sky Tower,20220119:0800,226,1.7,14.0,0.4,1,H
Auckland, Sky Tower,20220119:0900,258,2.0,26.9,0.9,1,H
Auckland, Sky Tower,20220119:1000,267,2.8,24.5,1.0,1,H
Auckland, Sky Tower,20220119:1100,261,2.3,41.2,0.9,1,H
Auckland, Sky Tower,20220119:1200,244,3.2,40.5,1.4,1,H
Auckland, Sky Tower,20220119:1300,230,4.0,25.7,1.5,1,H
Auckland, Sky Tower,20220119:1400,218,4.7,21.1,1.2,1,H
Auckland, Sky Tower,20220119:1500,265,6.2,13.8,1.1,1,H
Auckland, Sky Tower,20220119:1600,265,6.8,7.9,0.9,1,H
Auckland, Sky Tower,20220119:1700,260,7.6,7.0,0.8,1,H
Auckland, Sky Tower,20220119:1800,248,7.2,10.4,0.8,1,H
Auckland, Sky Tower,20220119:1900,237,6.9,8.7,0.7,1,H
Auckland, Sky Tower,20220119:2000,222,6.3,5.7,0.8,1,H
Auckland, Sky Tower,20220119:2100,229,5.8,4.6,0.6,1,H
Auckland, Sky Tower,20220119:2200,233,4.7,4.5,0.8,1,H
Auckland, Sky Tower,20220119:2300,254,3.2,10.3,0.5,1,H
Auckland, Sky Tower,20220120:0000,256,3.1,5.4,0.4,1,H
Auckland, Sky Tower,20220120:0100,264,4.5,6.7,0.4,1,H
Auckland, Sky Tower,20220120:0200,273,5.6,4.0,0.5,1,H
Auckland, Sky Tower,20220120:0300,267,6.6,3.1,0.4,1,H
Auckland, Sky Tower,20220120:0400,268,7.2,2.4,0.3,1,H
Auckland, Sky Tower,20220120:0500,279,7.4,4.9,0.4,1,H
Auckland, Sky Tower,20220120:0600,274,7.7,2.1,0.2,1,H
Auckland, Sky Tower,20220120:0700,275,7.6,3.1,0.6,1,H
Auckland, Sky Tower,20220120:0800,273,7.2,5.3,1.1,1,H
Auckland, Sky Tower,20220120:0900,273,6.9,7.3,1.0,1,H
Auckland, Sky Tower,20220120:1000,268,9.3,6.9,1.1,1,H
Auckland, Sky Tower,20220120:1100,268,10.2,5.2,1.1,1,H
Auckland, Sky Tower,20220120:1200,238,8.9,20.8,0.8,1,H
Auckland, Sky Tower,20220120:1300,191,9.7,7.2,0.9,1,H
Auckland, Sky Tower,20220120:1400,188,10.2,5.5,1.4,1,H
Auckland, Sky Tower,20220120:1500,197,8.2,7.8,1.4,1,H
Auckland, Sky Tower,20220120:1600,198,9.0,6.2,1.2,1,H
Auckland, Sky Tower,20220120:1700,196,8.9,5.7,1.0,1,H
Auckland, Sky Tower,20220120:1800,194,8.9,6.0,0.9,1,H
Auckland, Sky Tower,20220120:1900,196,10.2,5.0,1.3,1,H
Auckland, Sky Tower,20220120:2000,196,9.2,5.6,1.4,1,H
Auckland, Sky Tower,20220120:2100,200,8.0,5.2,1.3,1,H
Auckland, Sky Tower,20220120:2200,204,7.5,7.4,1.3,1,H
Auckland, Sky Tower,20220120:2300,214,6.3,5.6,0.7,1,H
Auckland, Sky Tower,20220121:0000,207,8.0,3.5,0.6,1,H
Auckland, Sky Tower,20220121:0100,207,8.5,2.8,0.5,1,H
Auckland, Sky Tower,20220121:0200,207,9.3,4.1,0.6,1,H
Auckland, Sky Tower,20220121:0300,202,8.0,4.4,0.7,1,H
Auckland, Sky Tower,20220121:0400,199,8.0,3.8,0.9,1,H
Auckland, Sky Tower,20220121:0500,201,7.5,5.9,0.9,1,H
Auckland, Sky Tower,20220121:0600,200,8.2,4.2,0.9,1,H
Auckland, Sky Tower,20220121:0700,204,7.6,5.2,1.1,1,H
Auckland, Sky Tower,20220121:0800,205,9.0,7.5,1.4,1,H
Auckland, Sky Tower,20220121:0900,201,9.0,6.4,1.0,1,H
Auckland, Sky Tower,20220121:1000,204,10.2,9.2,1.4,1,H
Auckland, Sky Tower,20220121:1100,204,10.6,6.7,1.6,1,H
Auckland, Sky Tower,20220121:1200,204,11.7,7.4,1.4,1,H
Auckland, Sky Tower,20220121:1300,203,11.2,6.5,1.4,1,H
Auckland, Sky Tower,20220121:1400,202,10.4,7.6,1.2,1,H
Auckland, Sky Tower,20220121:1500,208,10.8,7.2,1.1,1,H
Auckland, Sky Tower,20220121:1600,210,10.6,9.9,1.5,1,H
Auckland, Sky Tower,20220121:1700,210,11.3,7.8,1.2,1,H
Auckland, Sky Tower,20220121:1800,207,10.8,6.7,1.2,1,H
Auckland, Sky Tower,20220121:1900,205,10.4,6.6,1.2,1,H
Auckland, Sky Tower,20220121:2000,194,10.4,4.6,1.3,1,H
Auckland, Sky Tower,20220121:2100,192,8.0,4.8,1.9,1,H
Auckland, Sky Tower,20220121:2200,195,7.7,2.9,0.5,1,H
Auckland, Sky Tower,20220121:2300,188,6.8,2.9,0.8,1,H
Auckland, Sky Tower,20220122:0000,181,5.9,2.8,0.5,1,H
Auckland, Sky Tower,20220122:0100,178,5.8,3.5,0.6,1,H
Auckland, Sky Tower,20220122:0200,180,5.8,2.1,0.5,1,H
Auckland, Sky Tower,20220122:0300,174,5.0,9.6,1.2,1,H
Auckland, Sky Tower,20220122:0400,130,0.9,20.2,0.6,1,H
Auckland, Sky Tower,20220122:0500,116,0.7,15.9,0.5,1,H
Auckland, Sky Tower,20220122:0600,82,3.9,8.0,1.0,1,H
Auckland, Sky Tower,20220122:0700,69,6.0,2.0,0.5,1,H
Auckland, Sky Tower,20220122:0800,62,6.6,5.2,0.7,1,H
Auckland, Sky Tower,20220122:0900,57,5.2,8.8,0.8,1,H
Auckland, Sky Tower,20220122:1000,33,5.9,12.1,0.9,1,H
Auckland, Sky Tower,20220122:1100,28,5.8,6.5,0.7,1,H
Auckland, Sky Tower,20220122:1200,28,5.6,6.3,0.5,1,H
Auckland, Sky Tower,20220122:1300,30,5.9,5.6,0.5,1,H
Auckland, Sky Tower,20220122:1400,29,6.1,6.5,0.6,1,H
Auckland, Sky Tower,20220122:1500,22,6.6,4.2,0.5,1,H
Auckland, Sky Tower,20220122:1600,19,7.2,4.4,0.6,1,H
Auckland, Sky Tower,20220122:1700,22,6.8,5.4,0.8,1,H
Auckland, Sky Tower,20220122:1800,24,7.2,5.7,0.7,1,H
Auckland, Sky Tower,20220122:1900,17,6.7,5.9,0.6,1,H
Auckland, Sky Tower,20220122:2000,15,5.6,5.2,0.6,1,H
Auckland, Sky Tower,20220122:2100,6,4.8,7.9,0.5,1,H
Auckland, Sky Tower,20220122:2200,355,5.0,5.1,0.4,1,H
Auckland, Sky Tower,20220122:2300,341,3.2,4.8,0.3,1,H
Auckland, Sky Tower,20220123:0000,356,2.5,3.2,0.4,1,H
Auckland, Sky Tower,20220123:0100,11,2.5,2.0,0.2,1,H
Auckland, Sky Tower,20220123:0200,11,2.7,3.9,0.2,1,H
Auckland, Sky Tower,20220123:0300,21,3.1,3.9,0.4,1,H
Auckland, Sky Tower,20220123:0400,25,4.0,3.1,0.3,1,H
Auckland, Sky Tower,20220123:0500,27,4.4,3.8,0.4,1,H
Auckland, Sky Tower,20220123:0600,43,3.8,11.2,0.5,1,H
Auckland, Sky Tower,20220123:0700,49,3.4,6.9,0.4,1,H
Auckland, Sky Tower,20220123:0800,29,3.3,8.2,0.4,1,H
Auckland, Sky Tower,20220123:0900,29,3.0,16.2,0.6,1,H
Auckland, Sky Tower,20220123:1000,52,3.3,15.2,0.9,1,H
Auckland, Sky Tower,20220123:1100,38,4.4,12.0,0.8,1,H
Auckland, Sky Tower,20220123:1200,29,5.4,8.8,0.6,1,H
Auckland, Sky Tower,20220123:1300,27,5.4,7.3,0.6,1,H
Auckland, Sky Tower,20220123:1400,32,5.0,11.6,0.7,1,H
Auckland, Sky Tower,20220123:1500,18,5.4,5.3,0.5,1,H
Auckland, Sky Tower,20220123:1600,11,5.0,5.1,0.5,1,H
Auckland, Sky Tower,20220123:1700,10,4.2,5.8,0.4,1,H
Auckland, Sky Tower,20220123:1800,16,4.4,5.4,0.5,1,H
Auckland, Sky Tower,20220123:1900,25,5.3,6.2,0.4,1,H
Auckland, Sky Tower,20220123:2000,24,5.3,9.6,0.6,1,H
Auckland, Sky Tower,20220123:2100,11,4.7,7.3,0.7,1,H
Auckland, Sky Tower,20220123:2200,345,3.3,14.2,0.6,1,H
Auckland, Sky Tower,20220123:2300,326,2.3,13.4,0.5,1,H
Auckland, Sky Tower,20220124:0000,303,1.2,19.5,0.5,1,H
Auckland, Sky Tower,20220124:0100,317,0.2,18.3,0.4,1,H
Auckland, Sky Tower,20220124:0200,52,1.1,56.2,1.8,1,H
Auckland, Sky Tower,20220124:0300,106,2.3,6.3,0.5,1,H
Auckland, Sky Tower,20220124:0400,94,3.4,10.2,0.4,1,H
Auckland, Sky Tower,20220124:0500,64,4.1,8.9,0.4,1,H
Auckland, Sky Tower,20220124:0600,35,3.1,8.0,0.5,1,H
Auckland, Sky Tower,20220124:0700,52,3.6,10.9,0.6,1,H
Auckland, Sky Tower,20220124:0800,64,4.0,4.7,0.5,1,H
Auckland, Sky Tower,20220124:0900,67,5.2,10.2,1.4,1,H
Auckland, Sky Tower,20220124:1000,75,7.0,4.0,0.9,1,H
Auckland, Sky Tower,20220124:1100,74,7.8,3.6,0.9,1,H
Auckland, Sky Tower,20220124:1200,66,10.0,5.4,1.1,1,H
Auckland, Sky Tower,20220124:1300,62,10.4,4.1,0.9,1,H
Auckland, Sky Tower,20220124:1400,64,10.2,4.6,1.3,1,H
Auckland, Sky Tower,20220124:1500,59,9.0,4.0,0.7,1,H
Auckland, Sky Tower,20220124:1600,52,10.1,11.3,1.2,1,H
Auckland, Sky Tower,20220124:1700,49,9.6,6.5,1.0,1,H
Auckland, Sky Tower,20220124:1800,52,10.4,6.9,1.1,1,H
Auckland, Sky Tower,20220124:1900,61,11.2,4.5,0.7,1,H
Auckland, Sky Tower,20220124:2000,65,11.6,5.1,0.8,1,H
Auckland, Sky Tower,20220124:2100,72,11.6,2.8,0.9,1,H
Auckland, Sky Tower,20220124:2200,73,11.2,3.3,0.7,1,H
Auckland, Sky Tower,20220124:2300,69,12.0,2.5,1.0,1,H
Auckland, Sky Tower,20220125:0000,63,11.1,4.2,1.0,1,H
Auckland, Sky Tower,20220125:0100,51,12.2,6.5,1.1,1,H
Auckland, Sky Tower,20220125:0200,50,11.9,3.5,0.8,1,H
Auckland, Sky Tower,20220125:0300,50,12.8,5.9,0.8,1,H
Auckland, Sky Tower,20220125:0400,48,13.2,4.3,1.0,1,H
Auckland, Sky Tower,20220125:0500,55,13.8,3.9,1.0,1,H
Auckland, Sky Tower,20220125:0600,53,12.1,3.7,0.9,1,H
Auckland, Sky Tower,20220125:0700,52,12.2,4.3,1.2,1,H
Auckland, Sky Tower,20220125:0800,52,12.3,4.4,1.7,1,H
Auckland, Sky Tower,20220125:0900,51,12.2,5.8,1.8,1,H
Auckland, Sky Tower,20220125:1000,46,13.3,4.0,1.3,1,H
Auckland, Sky Tower,20220125:1100,45,13.3,4.1,1.2,1,H
Auckland, Sky Tower,20220125:1200,50,12.8,4.8,1.3,1,H
Auckland, Sky Tower,20220125:1300,57,12.4,7.3,1.3,1,H
Auckland, Sky Tower,20220125:1400,57,12.2,5.3,1.1,1,H
Auckland, Sky Tower,20220125:1500,58,13.5,4.0,1.1,1,H
Auckland, Sky Tower,20220125:1600,59,12.8,3.9,1.1,1,H
Auckland, Sky Tower,20220125:1700,60,13.8,3.7,1.2,1,H
Auckland, Sky Tower,20220125:1800,59,12.6,3.7,0.9,1,H
Auckland, Sky Tower,20220125:1900,61,12.1,5.3,0.7,1,H
Auckland, Sky Tower,20220125:2000,74,12.4,10.2,2.6,1,H
Auckland, Sky Tower,20220125:2100,54,11.6,8.2,1.9,1,H
Auckland, Sky Tower,20220125:2200,47,11.0,11.6,1.2,1,H
Auckland, Sky Tower,20220125:2300,39,11.2,11.6,0.9,1,H
Auckland, Sky Tower,20220126:0000,16,9.5,5.5,0.9,1,H
Auckland, Sky Tower,20220126:0100,15,7.1,5.2,0.9,1,H
Auckland, Sky Tower,20220126:0200,360,4.0,9.9,1.5,1,H
Auckland, Sky Tower,20220126:0300,303,2.2,28.8,0.7,1,H
Auckland, Sky Tower,20220126:0400,282,1.0,0.9,0.3,1,H
Auckland, Sky Tower,20220126:0500,271,1.8,7.1,0.8,1,H
Auckland, Sky Tower,20220126:0600,271,1.4,6.9,0.5,1,H
Auckland, Sky Tower,20220126:0700,282,2.7,13.4,1.1,1,H
Auckland, Sky Tower,20220126:0800,298,4.0,6.8,0.4,1,H
Auckland, Sky Tower,20220126:0900,295,3.2,10.1,0.7,1,H
Auckland, Sky Tower,20220126:1000,289,3.7,10.0,0.7,1,H
Auckland, Sky Tower,20220126:1100,350,3.0,37.1,0.7,1,H
Auckland, Sky Tower,20220126:1200,21,3.9,12.1,0.7,1,H
Auckland, Sky Tower,20220126:1300,22,4.9,7.6,1.1,1,H
Auckland, Sky Tower,20220126:1400,11,5.2,9.3,1.1,1,H
Auckland, Sky Tower,20220126:1500,9,5.7,15.5,1.1,1,H
Auckland, Sky Tower,20220126:1600,12,6.2,9.5,0.7,1,H
Auckland, Sky Tower,20220126:1700,317,2.8,37.8,0.8,1,H
Auckland, Sky Tower,20220126:1800,275,3.0,14.9,0.5,1,H
Auckland, Sky Tower,20220126:1900,8,1.2,70.4,0.8,1,H
Auckland, Sky Tower,20220126:2000,107,1.0,46.5,0.8,1,H
Auckland, Sky Tower,20220126:2100,209,2.1,35.8,0.7,1,H
Auckland, Sky Tower,20220126:2200,229,2.9,11.1,0.3,1,H
Auckland, Sky Tower,20220126:2300,220,3.9,5.6,1.1,1,H
Auckland, Sky Tower,20220127:0000,228,4.4,6.4,0.7,1,H
Auckland, Sky Tower,20220127:0100,223,5.3,12.2,1.2,1,H
Auckland, Sky Tower,20220127:0200,222,5.1,6.6,1.1,1,H
Auckland, Sky Tower,20220127:0300,224,7.4,7.2,2.3,1,H
Auckland, Sky Tower,20220127:0400,200,12.2,3.8,1.7,1,H
Auckland, Sky Tower,20220127:0500,198,13.6,3.9,1.7,1,H
Auckland, Sky Tower,20220127:0600,199,14.1,3.1,1.4,1,H
Auckland, Sky Tower,20220127:0700,198,13.1,3.4,1.3,1,H
Auckland, Sky Tower,20220127:0800,201,13.2,5.7,1.9,1,H
Auckland, Sky Tower,20220127:0900,202,14.4,5.9,1.9,1,H
Auckland, Sky Tower,20220127:1000,200,14.2,5.7,1.7,1,H
Auckland, Sky Tower,20220127:1100,200,14.4,5.9,1.7,1,H
Auckland, Sky Tower,20220127:1200,202,14.6,6.1,1.6,1,H
Auckland, Sky Tower,20220127:1300,202,14.6,6.8,1.9,1,H
Auckland, Sky Tower,20220127:1400,201,14.3,7.5,1.6,1,H
Auckland, Sky Tower,20220127:1500,207,12.4,9.0,1.6,1,H
Auckland, Sky Tower,20220127:1600,208,11.3,9.5,1.8,1,H
Auckland, Sky Tower,20220127:1700,201,10.4,9.6,1.5,1,H
Auckland, Sky Tower,20220127:1800,199,11.6,6.6,1.4,1,H
Auckland, Sky Tower,20220127:1900,197,12.2,4.0,1.1,1,H
Auckland, Sky Tower,20220127:2000,194,10.5,2.7,1.1,1,H
Auckland, Sky Tower,20220127:2100,186,9.3,6.2,0.8,1,H
Auckland, Sky Tower,20220127:2200,155,5.9,37.9,2.9,1,H
Auckland, Sky Tower,20220127:2300,82,6.8,12.2,1.8,1,H
Auckland, Sky Tower,20220128:0000,57,10.4,7.8,1.2,1,H
Auckland, Sky Tower,20220128:0100,59,11.8,7.9,1.4,1,H
Auckland, Sky Tower,20220128:0200,75,13.3,2.6,1.1,1,H
Auckland, Sky Tower,20220128:0300,72,10.3,4.1,1.7,1,H
Auckland, Sky Tower,20220128:0400,81,6.4,10.0,1.7,1,H
Auckland, Sky Tower,20220128:0500,76,7.1,4.7,1.0,1,H
Auckland, Sky Tower,20220128:0600,85,5.0,9.0,1.2,1,H
Auckland, Sky Tower,20220128:0700,81,5.3,2.2,0.6,1,H
Auckland, Sky Tower,20220128:0800,82,4.7,6.4,0.8,1,H
Auckland, Sky Tower,20220128:0900,77,5.7,7.8,1.0,1,H
Auckland, Sky Tower,20220128:1000,79,5.4,6.0,0.8,1,H
Auckland, Sky Tower,20220128:1100,70,5.1,8.2,0.7,1,H
Auckland, Sky Tower,20220128:1200,64,5.1,8.8,0.7,1,H
Auckland, Sky Tower,20220128:1300,29,5.7,13.1,0.9,1,H
Auckland, Sky Tower,20220128:1400,23,6.3,6.7,0.7,1,H
Auckland, Sky Tower,20220128:1500,22,6.0,7.5,0.9,1,H
Auckland, Sky Tower,20220128:1600,19,7.3,5.5,0.7,1,H
Auckland, Sky Tower,20220128:1700,26,8.3,6.8,0.9,1,H
Auckland, Sky Tower,20220128:1800,31,9.5,4.2,0.8,1,H
Auckland, Sky Tower,20220128:1900,33,8.6,6.5,1.1,1,H
Auckland, Sky Tower,20220128:2000,35,7.8,5.7,1.0,1,H
Auckland, Sky Tower,20220128:2100,38,7.3,7.8,0.8,1,H
Auckland, Sky Tower,20220128:2200,56,7.7,3.7,0.9,1,H
Auckland, Sky Tower,20220128:2300,58,8.5,2.1,0.3,1,H
Auckland, Sky Tower,20220129:0000,59,8.1,1.9,0.3,1,H
Auckland, Sky Tower,20220129:0100,56,7.6,2.6,0.4,1,H
Auckland, Sky Tower,20220129:0200,54,7.4,1.8,0.3,1,H
Auckland, Sky Tower,20220129:0300,55,6.9,2.1,0.7,1,H
Auckland, Sky Tower,20220129:0400,54,6.4,2.6,0.4,1,H
Auckland, Sky Tower,20220129:0500,55,6.0,2.9,0.3,1,H
Auckland, Sky Tower,20220129:0600,58,6.1,4.0,0.6,1,H
Auckland, Sky Tower,20220129:0700,62,4.9,10.0,1.3,1,H
Auckland, Sky Tower,20220129:0800,65,4.5,10.1,0.8,1,H
Auckland, Sky Tower,20220129:0900,68,4.6,10.9,0.8,1,H
Auckland, Sky Tower,20220129:1000,67,4.8,11.6,0.8,1,H
Auckland, Sky Tower,20220129:1100,70,4.5,7.9,0.7,1,H
Auckland, Sky Tower,20220129:1200,54,4.5,12.1,0.7,1,H
Auckland, Sky Tower,20220129:1300,32,5.6,12.4,1.1,1,H
Auckland, Sky Tower,20220129:1400,24,6.6,8.6,0.8,1,H
Auckland, Sky Tower,20220129:1500,22,6.3,8.7,0.9,1,H
Auckland, Sky Tower,20220129:1600,21,6.2,7.8,0.9,1,H
Auckland, Sky Tower,20220129:1700,20,6.8,7.1,0.7,1,H
Auckland, Sky Tower,20220129:1800,18,6.3,5.6,0.7,1,H
Auckland, Sky Tower,20220129:1900,23,5.9,5.2,0.6,1,H
Auckland, Sky Tower,20220129:2000,28,5.5,5.8,0.6,1,H
Auckland, Sky Tower,20220129:2100,24,4.5,6.0,0.5,1,H
Auckland, Sky Tower,20220129:2200,21,3.9,5.6,0.4,1,H
Auckland, Sky Tower,20220129:2300,32,4.2,5.6,0.4,1,H
Auckland, Sky Tower,20220130:0000,41,3.9,5.0,0.4,1,H
Auckland, Sky Tower,20220130:0100,44,3.7,3.9,0.3,1,H
Auckland, Sky Tower,20220130:0200,56,3.4,6.3,0.3,1,H
Auckland, Sky Tower,20220130:0300,57,3.3,5.9,0.4,1,H
Auckland, Sky Tower,20220130:0400,54,3.5,3.6,0.3,1,H
Auckland, Sky Tower,20220130:0500,60,4.2,4.8,0.3,1,H
Auckland, Sky Tower,20220130:0600,51,4.3,2.6,0.3,1,H
Auckland, Sky Tower,20220130:0700,53,3.7,3.5,0.3,1,H
Auckland, Sky Tower,20220130:0800,57,3.4,8.2,0.5,1,H
Auckland, Sky Tower,20220130:0900,55,2.6,18.7,0.7,1,H
Auckland, Sky Tower,20220130:1000,74,3.3,32.0,1.2,1,H
Auckland, Sky Tower,20220130:1100,26,2.7,19.5,0.9,1,H
Auckland, Sky Tower,20220130:1200,18,2.2,40.9,1.1,1,H
Auckland, Sky Tower,20220130:1300,37,2.0,41.5,0.9,1,H
Auckland, Sky Tower,20220130:1400,21,2.1,36.2,1.0,1,H
Auckland, Sky Tower,20220130:1500,28,2.6,28.8,1.0,1,H
Auckland, Sky Tower,20220130:1600,357,1.5,61.5,0.9,1,H
Auckland, Sky Tower,20220130:1700,183,4.5,25.1,1.5,1,H
Auckland, Sky Tower,20220130:1800,175,4.8,8.9,1.0,1,H
Auckland, Sky Tower,20220130:1900,180,4.5,7.9,0.8,1,H
Auckland, Sky Tower,20220130:2000,179,4.6,5.1,0.9,1,H
Auckland, Sky Tower,20220130:2100,175,3.8,8.5,0.9,1,H
Auckland, Sky Tower,20220130:2200,160,2.7,13.0,1.3,1,H
Auckland, Sky Tower,20220130:2300,164,0.9,17.9,0.9,1,H
Auckland, Sky Tower,20220131:0000,171,3.7,5.3,0.3,1,H
Auckland, Sky Tower,20220131:0100,158,3.1,10.5,0.8,1,H
Auckland, Sky Tower,20220131:0200,91,2.3,21.8,1.0,1,H
Auckland, Sky Tower,20220131:0300,55,3.6,7.8,0.5,1,H
Auckland, Sky Tower,20220131:0400,48,4.6,4.1,0.3,1,H
Auckland, Sky Tower,20220131:0500,55,5.5,6.7,0.6,1,H
Auckland, Sky Tower,20220131:0600,61,7.2,7.2,1.2,1,H
Auckland, Sky Tower,20220131:0700,67,8.3,4.5,1.1,1,H
Auckland, Sky Tower,20220131:0800,72,9.2,3.9,1.0,1,H
Auckland, Sky Tower,20220131:0900,70,10.4,4.0,1.2,1,H
Auckland, Sky Tower,20220131:1000,67,12.3,4.2,1.4,1,H
Auckland, Sky Tower,20220131:1100,65,14.7,3.0,1.1,1,H
Auckland, Sky Tower,20220131:1200,62,13.3,4.4,1.2,1,H
Auckland, Sky Tower,20220131:1300,61,12.6,4.5,1.3,1,H
Auckland, Sky Tower,20220131:1400,67,13.6,3.2,1.0,1,H
Auckland, Sky Tower,20220131:1500,63,13.7,5.1,0.9,1,H
Auckland, Sky Tower,20220131:1600,60,13.6,4.7,1.3,1,H
Auckland, Sky Tower,20220131:1700,65,15.1,3.1,0.9,1,H
Auckland, Sky Tower,20220131:1800,65,15.1,2.2,1.0,1,H
Auckland, Sky Tower,20220131:1900,65,14.0,3.2,0.9,1,H
Auckland, Sky Tower,20220131:2000,66,13.8,3.9,1.1,1,H
Auckland, Sky Tower,20220131:2100,66,14.2,3.1,1.1,1,H
Auckland, Sky Tower,20220131:2200,65,13.3,3.7,1.1,1,H
Auckland, Sky Tower,20220131:2300,64,14.6,3.4,1.4,1,H
Auckland, Sky Tower,20220201:0000,64,14.2,3.7,1.3,1,H
Auckland, Sky Tower,20220201:0100,63,16.2,2.7,1.2,1,H
Auckland, Sky Tower,20220201:0200,64,16.1,2.7,1.1,1,H
