Station,Date(NZST),Dir(DegT),Speed(m/s),Dir StdDev,Spd StdDev,Period(Hrs),Freq
Auckland, Sky Tower,20230313:1000,299,6.7,9.8,1.3,1,H
Auckland, Sky Tower,20230313:1100,294,6.8,6.6,0.7,1,H
Auckland, Sky Tower,20230313:1200,284,8.2,6.2,1.4,1,H
Auckland, Sky Tower,20230313:1300,279,11.3,5.6,1.3,1,H
Auckland, Sky Tower,20230313:1400,275,12.0,4.2,0.9,1,H
Auckland, Sky Tower,20230313:1500,272,11.5,5.2,0.9,1,H
Auckland, Sky Tower,20230313:1600,272,12.1,4.9,0.9,1,H
Auckland, Sky Tower,20230313:1700,268,13.1,11.7,1.4,1,H
Auckland, Sky Tower,20230313:1800,255,11.4,5.6,1.7,1,H
Auckland, Sky Tower,20230313:1900,215,10.9,16.8,1.2,1,H
Auckland, Sky Tower,20230313:2000,203,13.4,4.2,1.2,1,H
Auckland, Sky Tower,20230313:2100,199,13.1,2.8,0.7,1,H
Auckland, Sky Tower,20230313:2200,198,13.0,4.5,1.3,1,H
Auckland, Sky Tower,20230313:2300,202,12.8,3.9,1.1,1,H
Auckland, Sky Tower,20230314:0000,199,11.9,3.1,1.3,1,H
Auckland, Sky Tower,20230314:0100,202,10.2,5.3,1.5,1,H
Auckland, Sky Tower,20230314:0200,201,11.2,4.9,1.2,1,H
Auckland, Sky Tower,20230314:0300,209,9.4,6.7,1.0,1,H
Auckland, Sky Tower,20230314:0400,191,10.1,4.6,1.1,1,H
Auckland, Sky Tower,20230314:0500,191,10.7,3.0,1.1,1,H
Auckland, Sky Tower,20230314:0600,190,9.7,2.5,0.9,1,H
Auckland, Sky Tower,20230314:0700,188,8.4,2.7,1.1,1,H
Auckland, Sky Tower,20230314:0800,188,8.8,3.3,0.9,1,H
Auckland, Sky Tower,20230314:0900,185,8.5,6.1,1.3,1,H
Auckland, Sky Tower,20230314:1000,188,7.9,7.8,1.1,1,H
Auckland, Sky Tower,20230314:1100,187,6.9,9.8,1.2,1,H
Auckland, Sky Tower,20230314:1200,192,6.5,15.3,1.4,1,H
Auckland, Sky Tower,20230314:1300,190,6.4,16.4,1.2,1,H
Auckland, Sky Tower,20230314:1400,197,7.8,13.1,1.7,1,H
Auckland, Sky Tower,20230314:1500,201,9.0,8.2,1.3,1,H
Auckland, Sky Tower,20230314:1600,201,8.9,8.0,1.1,1,H
Auckland, Sky Tower,20230314:1700,197,8.5,7.5,1.0,1,H
Auckland, Sky Tower,20230314:1800,195,9.4,5.9,1.1,1,H
Auckland, Sky Tower,20230314:1900,194,9.3,4.4,1.0,1,H
Auckland, Sky Tower,20230314:2000,188,8.8,3.4,0.9,1,H
Auckland, Sky Tower,20230314:2100,187,7.1,2.2,0.6,1,H
Auckland, Sky Tower,20230314:2200,185,7.1,2.4,0.4,1,H
Auckland, Sky Tower,20230314:2300,180,6.9,2.6,0.7,1,H
Auckland, Sky Tower,20230315:0000,181,6.0,2.5,0.5,1,H
Auckland, Sky Tower,20230315:0100,178,4.6,2.6,0.5,1,H
Auckland, Sky Tower,20230315:0200,171,3.9,2.1,0.3,1,H
Auckland, Sky Tower,20230315:0300,162,3.3,3.0,0.5,1,H
Auckland, Sky Tower,20230315:0400,161,3.5,4.5,0.3,1,H
Auckland, Sky Tower,20230315:0500,166,3.3,4.1,0.3,1,H
Auckland, Sky Tower,20230315:0600,168,3.7,3.8,0.4,1,H
Auckland, Sky Tower,20230315:0700,164,3.4,2.9,0.2,1,H
Auckland, Sky Tower,20230315:0800,154,2.5,25.2,0.8,1,H
Auckland, Sky Tower,20230315:0900,152,1.3,36.0,0.8,1,H
Auckland, Sky Tower,20230315:1000,145,2.0,35.7,1.1,1,H
Auckland, Sky Tower,20230315:1100,104,2.2,53.7,1.1,1,H
Auckland, Sky Tower,20230315:1200,76,3.7,16.6,1.0,1,H
Auckland, Sky Tower,20230315:1300,41,4.2,12.6,0.7,1,H
Auckland, Sky Tower,20230315:1400,31,4.0,9.8,0.5,1,H
Auckland, Sky Tower,20230315:1500,38,3.7,11.2,0.7,1,H
Auckland, Sky Tower,20230315:1600,41,3.7,9.8,0.6,1,H
Auckland, Sky Tower,20230315:1700,32,4.0,9.5,0.6,1,H
Auckland, Sky Tower,20230315:1800,15,3.4,8.1,0.6,1,H
Auckland, Sky Tower,20230315:1900,12,3.3,5.4,0.3,1,H
Auckland, Sky Tower,20230315:2000,330,1.7,57.5,1.3,1,H
Auckland, Sky Tower,20230315:2100,105,1.1,66.7,0.9,1,H
Auckland, Sky Tower,20230315:2200,71,1.7,21.7,0.6,1,H
Auckland, Sky Tower,20230315:2300,22,2.0,29.7,0.4,1,H
Auckland, Sky Tower,20230316:0000,360,2.1,7.1,0.2,1,H
Auckland, Sky Tower,20230316:0100,356,2.3,7.5,0.4,1,H
Auckland, Sky Tower,20230316:0200,354,4.1,5.6,0.7,1,H
Auckland, Sky Tower,20230316:0300,348,4.5,3.0,0.2,1,H
Auckland, Sky Tower,20230316:0400,352,3.7,4.7,0.4,1,H
Auckland, Sky Tower,20230316:0500,9,3.4,8.4,0.2,1,H
Auckland, Sky Tower,20230316:0600,33,3.8,5.8,0.4,1,H
Auckland, Sky Tower,20230316:0700,26,4.8,4.5,0.5,1,H
Auckland, Sky Tower,20230316:0800,24,5.9,4.3,0.4,1,H
Auckland, Sky Tower,20230316:0900,26,7.5,6.5,1.1,1,H
Auckland, Sky Tower,20230316:1000,26,8.4,6.7,0.9,1,H
Auckland, Sky Tower,20230316:1100,32,9.8,6.0,1.3,1,H
Auckland, Sky Tower,20230316:1200,35,10.8,5.8,1.3,1,H
Auckland, Sky Tower,20230316:1300,33,12.1,5.3,1.4,1,H
Auckland, Sky Tower,20230316:1400,33,12.1,5.8,1.5,1,H
Auckland, Sky Tower,20230316:1500,33,12.2,5.3,1.3,1,H
Auckland, Sky Tower,20230316:1600,32,13.2,4.6,1.3,1,H
Auckland, Sky Tower,20230316:1700,31,13.5,4.3,1.1,1,H
Auckland, Sky Tower,20230316:1800,22,13.2,12.2,1.4,1,H
Auckland, Sky Tower,20230316:1900,21,11.4,5.8,0.9,1,H
Auckland, Sky Tower,20230316:2000,22,13.0,4.0,0.9,1,H
Auckland, Sky Tower,20230316:2100,24,14.2,4.1,1.0,1,H
Auckland, Sky Tower,20230316:2200,21,14.8,4.5,1.0,1,H
Auckland, Sky Tower,20230316:2300,13,13.4,4.5,1.3,1,H
Auckland, Sky Tower,20230317:0000,11,10.7,3.1,0.9,1,H
Auckland, Sky Tower,20230317:0100,9,10.0,4.0,1.0,1,H
Auckland, Sky Tower,20230317:0200,357,11.4,6.4,1.1,1,H
Auckland, Sky Tower,20230317:0300,359,11.8,8.1,0.7,1,H
Auckland, Sky Tower,20230317:0400,5,12.4,6.8,1.1,1,H
Auckland, Sky Tower,20230317:0500,354,9.0,4.0,1.1,1,H
Auckland, Sky Tower,20230317:0600,356,9.8,3.3,0.5,1,H
Auckland, Sky Tower,20230317:0700,350,10.2,3.0,0.7,1,H
Auckland, Sky Tower,20230317:0800,354,8.9,2.8,0.6,1,H
Auckland, Sky Tower,20230317:0900,355,8.7,5.8,1.1,1,H
Auckland, Sky Tower,20230317:1000,349,6.9,8.8,1.2,1,H
Auckland, Sky Tower,20230317:1100,339,6.4,9.2,1.0,1,H
Auckland, Sky Tower,20230317:1200,323,6.7,15.3,1.2,1,H
Auckland, Sky Tower,20230317:1300,319,5.1,15.0,1.1,1,H
Auckland, Sky Tower,20230317:1400,296,5.7,19.2,1.2,1,H
Auckland, Sky Tower,20230317:1500,303,5.3,9.2,0.8,1,H
Auckland, Sky Tower,20230317:1600,320,5.2,22.4,2.4,1,H
Auckland, Sky Tower,20230317:1700,312,7.4,7.9,1.0,1,H
Auckland, Sky Tower,20230317:1800,324,7.1,11.8,0.9,1,H
Auckland, Sky Tower,20230317:1900,335,6.6,6.8,0.9,1,H
Auckland, Sky Tower,20230317:2000,325,7.6,9.4,0.7,1,H
Auckland, Sky Tower,20230317:2100,338,8.6,6.6,0.9,1,H
Auckland, Sky Tower,20230317:2200,331,9.5,6.6,1.0,1,H
Auckland, Sky Tower,20230317:2300,312,8.7,9.9,0.9,1,H
Auckland, Sky Tower,20230318:0000,301,9.4,6.4,1.2,1,H
Auckland, Sky Tower,20230318:0100,282,8.9,10.4,2.1,1,H
Auckland, Sky Tower,20230318:0200,269,7.3,5.3,0.7,1,H
Auckland, Sky Tower,20230318:0300,264,7.0,6.0,0.9,1,H
Auckland, Sky Tower,20230318:0400,233,9.5,9.8,2.2,1,H
Auckland, Sky Tower,20230318:0500,227,8.8,3.3,2.0,1,H
Auckland, Sky Tower,20230318:0600,249,5.0,9.3,1.2,1,H
Auckland, Sky Tower,20230318:0700,236,5.9,9.1,1.1,1,H
Auckland, Sky Tower,20230318:0800,239,7.2,3.6,0.9,1,H
Auckland, Sky Tower,20230318:0900,228,5.1,17.7,1.8,1,H
Auckland, Sky Tower,20230318:1000,231,4.0,17.5,0.9,1,H
Auckland, Sky Tower,20230318:1100,255,5.6,9.8,0.8,1,H
Auckland, Sky Tower,20230318:1200,250,6.7,9.2,0.9,1,H
Auckland, Sky Tower,20230318:1300,216,7.2,14.6,1.2,1,H
Auckland, Sky Tower,20230318:1400,202,8.2,10.2,1.0,1,H
Auckland, Sky Tower,20230318:1500,200,8.5,6.0,1.0,1,H
Auckland, Sky Tower,20230318:1600,201,8.8,6.2,0.9,1,H
Auckland, Sky Tower,20230318:1700,203,8.9,5.9,1.0,1,H
Auckland, Sky Tower,20230318:1800,210,7.9,7.6,0.9,1,H
Auckland, Sky Tower,20230318:1900,213,7.6,6.2,0.9,1,H
Auckland, Sky Tower,20230318:2000,204,8.8,4.0,0.7,1,H
Auckland, Sky Tower,20230318:2100,196,8.8,3.5,1.2,1,H
Auckland, Sky Tower,20230318:2200,199,9.5,2.8,0.6,1,H
Auckland, Sky Tower,20230318:2300,200,8.9,2.2,0.5,1,H
Auckland, Sky Tower,20230319:0000,196,8.4,2.2,0.6,1,H
Auckland, Sky Tower,20230319:0100,194,7.2,3.0,0.6,1,H
Auckland, Sky Tower,20230319:0200,199,7.5,2.9,0.5,1,H
Auckland, Sky Tower,20230319:0300,200,8.4,1.8,0.8,1,H
Auckland, Sky Tower,20230319:0400,197,9.3,2.0,0.5,1,H
Auckland, Sky Tower,20230319:0500,196,9.6,1.8,0.5,1,H
Auckland, Sky Tower,20230319:0600,193,9.5,2.2,0.7,1,H
Auckland, Sky Tower,20230319:0700,188,7.3,2.3,1.0,1,H
Auckland, Sky Tower,20230319:0800,185,5.5,2.0,0.4,1,H
Auckland, Sky Tower,20230319:0900,178,5.2,9.0,1.1,1,H
Auckland, Sky Tower,20230319:1000,182,6.6,9.3,0.9,1,H
Auckland, Sky Tower,20230319:1100,188,7.0,8.3,1.0,1,H
Auckland, Sky Tower,20230319:1200,191,5.6,10.5,1.1,1,H
Auckland, Sky Tower,20230319:1300,195,6.1,8.5,0.8,1,H
Auckland, Sky Tower,20230319:1400,198,6.5,11.0,1.2,1,H
Auckland, Sky Tower,20230319:1500,195,6.5,12.6,1.1,1,H
Auckland, Sky Tower,20230319:1600,194,7.8,8.0,1.2,1,H
Auckland, Sky Tower,20230319:1700,195,8.4,5.3,0.9,1,H
Auckland, Sky Tower,20230319:1800,192,7.8,5.9,0.9,1,H
Auckland, Sky Tower,20230319:1900,190,8.4,3.2,0.8,1,H
Auckland, Sky Tower,20230319:2000,188,8.4,2.4,0.7,1,H
Auckland, Sky Tower,20230319:2100,187,8.0,1.8,0.6,1,H
Auckland, Sky Tower,20230319:2200,189,7.9,1.3,0.3,1,H
Auckland, Sky Tower,20230319:2300,187,6.7,1.7,0.5,1,H
Auckland, Sky Tower,20230320:0000,189,7.3,1.6,0.4,1,H
Auckland, Sky Tower,20230320:0100,187,6.6,2.0,0.6,1,H
Auckland, Sky Tower,20230320:0200,184,6.2,1.7,0.3,1,H
Auckland, Sky Tower,20230320:0300,181,6.1,2.2,0.5,1,H
Auckland, Sky Tower,20230320:0400,176,4.3,2.3,0.3,1,H
Auckland, Sky Tower,20230320:0500,178,4.5,4.0,0.6,1,H
Auckland, Sky Tower,20230320:0600,175,3.8,3.6,0.6,1,H
Auckland, Sky Tower,20230320:0700,174,3.0,2.1,0.2,1,H
Auckland, Sky Tower,20230320:0800,179,3.5,2.9,0.4,1,H
Auckland, Sky Tower,20230320:0900,176,3.5,7.1,0.6,1,H
Auckland, Sky Tower,20230320:1000,182,2.8,14.0,0.8,1,H
Auckland, Sky Tower,20230320:1100,178,2.0,36.4,0.8,1,H
Auckland, Sky Tower,20230320:1200,318,1.6,59.8,0.7,1,H
Auckland, Sky Tower,20230320:1300,266,1.9,53.4,0.9,1,H
Auckland, Sky Tower,20230320:1400,218,2.9,35.7,1.1,1,H
Auckland, Sky Tower,20230320:1500,210,4.5,16.9,1.2,1,H
Auckland, Sky Tower,20230320:1600,212,4.8,13.1,1.1,1,H
Auckland, Sky Tower,20230320:1700,201,5.2,8.1,0.8,1,H
Auckland, Sky Tower,20230320:1800,204,4.4,6.2,0.8,1,H
Auckland, Sky Tower,20230320:1900,218,4.2,8.8,0.7,1,H
Auckland, Sky Tower,20230320:2000,226,4.8,5.3,0.6,1,H
Auckland, Sky Tower,20230320:2100,237,3.9,3.5,0.3,1,H
Auckland, Sky Tower,20230320:2200,250,3.8,4.1,0.4,1,H
Auckland, Sky Tower,20230320:2300,260,4.5,9.1,0.2,1,H
Auckland, Sky Tower,20230321:0000,287,4.5,6.4,0.2,1,H
Auckland, Sky Tower,20230321:0100,302,4.8,1.6,0.3,1,H
Auckland, Sky Tower,20230321:0200,315,5.8,8.3,0.6,1,H
Auckland, Sky Tower,20230321:0300,318,5.8,5.5,0.5,1,H
Auckland, Sky Tower,20230321:0400,310,6.4,2.9,0.7,1,H
Auckland, Sky Tower,20230321:0500,311,7.3,3.1,0.7,1,H
Auckland, Sky Tower,20230321:0600,311,7.5,3.5,0.6,1,H
Auckland, Sky Tower,20230321:0700,304,8.0,4.1,0.7,1,H
Auckland, Sky Tower,20230321:0800,301,8.3,4.0,0.5,1,H
Auckland, Sky Tower,20230321:0900,309,7.2,5.9,0.8,1,H
Auckland, Sky Tower,20230321:1000,312,4.9,13.1,1.0,1,H
Auckland, Sky Tower,20230321:1100,303,6.3,9.4,1.0,1,H
Auckland, Sky Tower,20230321:1200,314,6.3,10.5,1.0,1,H
Auckland, Sky Tower,20230321:1300,310,7.8,12.8,1.2,1,H
Auckland, Sky Tower,20230321:1400,215,10.7,13.9,2.4,1,H
Auckland, Sky Tower,20230321:1500,225,10.3,9.7,1.7,1,H
Auckland, Sky Tower,20230321:1600,230,7.0,11.0,1.8,1,H
Auckland, Sky Tower,20230321:1700,268,5.8,9.7,0.6,1,H
Auckland, Sky Tower,20230321:1800,261,7.6,20.4,1.1,1,H
Auckland, Sky Tower,20230321:1900,229,8.6,4.0,0.9,1,H
Auckland, Sky Tower,20230321:2000,233,10.3,5.8,0.9,1,H
Auckland, Sky Tower,20230321:2100,243,9.8,2.6,0.6,1,H
Auckland, Sky Tower,20230321:2200,256,8.0,6.6,0.7,1,H
Auckland, Sky Tower,20230321:2300,264,8.2,4.1,0.8,1,H
Auckland, Sky Tower,20230322:0000,262,7.5,6.6,1.3,1,H
Auckland, Sky Tower,20230322:0100,263,7.8,4.3,0.8,1,H
Auckland, Sky Tower,20230322:0200,263,7.5,10.4,1.6,1,H
Auckland, Sky Tower,20230322:0300,276,7.2,5.5,1.2,1,H
Auckland, Sky Tower,20230322:0400,264,7.4,6.3,1.0,1,H
Auckland, Sky Tower,20230322:0500,240,6.0,13.9,1.1,1,H
Auckland, Sky Tower,20230322:0600,205,8.8,8.2,1.4,1,H
Auckland, Sky Tower,20230322:0700,195,13.1,3.2,1.3,1,H
Auckland, Sky Tower,20230322:0800,191,12.6,2.7,1.4,1,H
Auckland, Sky Tower,20230322:0900,192,10.8,4.7,1.5,1,H
Auckland, Sky Tower,20230322:1000,191,10.9,5.8,1.4,1,H
Auckland, Sky Tower,20230322:1100,190,11.5,6.9,1.5,1,H
Auckland, Sky Tower,20230322:1200,190,10.1,9.4,1.7,1,H
Auckland, Sky Tower,20230322:1300,195,10.1,9.4,1.4,1,H
Auckland, Sky Tower,20230322:1400,205,10.1,8.1,1.4,1,H
Auckland, Sky Tower,20230322:1500,207,10.4,7.1,1.3,1,H
Auckland, Sky Tower,20230322:1600,208,10.6,6.2,1.4,1,H
Auckland, Sky Tower,20230322:1700,230,10.0,7.6,1.1,1,H
Auckland, Sky Tower,20230322:1800,228,10.1,9.4,1.0,1,H
Auckland, Sky Tower,20230322:1900,216,11.0,4.5,1.1,1,H
Auckland, Sky Tower,20230322:2000,215,11.3,2.6,0.7,1,H
Auckland, Sky Tower,20230322:2100,214,11.2,2.7,0.6,1,H
Auckland, Sky Tower,20230322:2200,210,10.4,3.7,1.0,1,H
Auckland, Sky Tower,20230322:2300,199,8.0,3.3,0.6,1,H
Auckland, Sky Tower,20230323:0000,198,7.9,3.1,0.5,1,H
Auckland, Sky Tower,20230323:0100,195,7.6,2.8,0.6,1,H
Auckland, Sky Tower,20230323:0200,198,8.5,2.5,0.5,1,H
Auckland, Sky Tower,20230323:0300,197,9.0,2.8,0.5,1,H
Auckland, Sky Tower,20230323:0400,198,6.5,3.5,0.7,1,H
Auckland, Sky Tower,20230323:0500,181,2.5,10.4,1.0,1,H
Auckland, Sky Tower,20230323:0600,164,2.0,12.4,0.6,1,H
Auckland, Sky Tower,20230323:0700,178,3.5,6.2,0.7,1,H
Auckland, Sky Tower,20230323:0800,170,2.3,9.1,0.4,1,H
Auckland, Sky Tower,20230323:0900,192,1.3,29.4,0.6,1,H
Auckland, Sky Tower,20230323:1000,208,1.4,29.8,0.8,1,H
Auckland, Sky Tower,20230323:1100,196,2.3,42.6,1.1,1,H
Auckland, Sky Tower,20230323:1200,195,3.6,28.9,1.1,1,H
Auckland, Sky Tower,20230323:1300,190,4.4,18.4,1.0,1,H
Auckland, Sky Tower,20230323:1400,191,5.4,10.7,0.8,1,H
Auckland, Sky Tower,20230323:1500,194,5.2,11.0,1.0,1,H
Auckland, Sky Tower,20230323:1600,191,6.1,8.3,1.0,1,H
Auckland, Sky Tower,20230323:1700,190,6.3,8.7,0.9,1,H
Auckland, Sky Tower,20230323:1800,191,6.6,7.6,0.8,1,H
Auckland, Sky Tower,20230323:1900,194,6.2,3.7,0.5,1,H
Auckland, Sky Tower,20230323:2000,193,6.2,1.8,0.4,1,H
Auckland, Sky Tower,20230323:2100,190,5.7,1.8,0.6,1,H
Auckland, Sky Tower,20230323:2200,190,3.8,1.7,0.4,1,H
Auckland, Sky Tower,20230323:2300,190,2.9,1.8,0.3,1,H
Auckland, Sky Tower,20230324:0000,192,2.8,3.5,0.2,1,H
Auckland, Sky Tower,20230324:0100,182,2.7,4.7,0.5,1,H
Auckland, Sky Tower,20230324:0200,184,2.7,2.7,0.3,1,H
Auckland, Sky Tower,20230324:0300,157,2.0,7.5,0.4,1,H
Auckland, Sky Tower,20230324:0400,158,1.6,9.8,0.6,1,H
Auckland, Sky Tower,20230324:0500,148,0.9,12.9,0.8,1,H
Auckland, Sky Tower,20230324:0600,104,1.1,6.5,1.2,1,H
Auckland, Sky Tower,20230324:0700,101,1.9,4.7,0.3,1,H
Auckland, Sky Tower,20230324:0800,92,2.2,7.5,0.3,1,H
Auckland, Sky Tower,20230324:0900,83,1.6,22.0,0.5,1,H
Auckland, Sky Tower,20230324:1000,50,2.0,24.4,0.7,1,H
Auckland, Sky Tower,20230324:1100,348,1.7,26.6,0.5,1,H
Auckland, Sky Tower,20230324:1200,301,2.0,20.3,0.5,1,H
Auckland, Sky Tower,20230324:1300,298,3.3,11.6,0.6,1,H
Auckland, Sky Tower,20230324:1400,306,2.7,13.7,0.7,1,H
Auckland, Sky Tower,20230324:1500,308,2.5,23.0,0.5,1,H
Auckland, Sky Tower,20230324:1600,350,2.4,28.3,0.7,1,H
Auckland, Sky Tower,20230324:1700,355,2.7,24.1,1.0,1,H
Auckland, Sky Tower,20230324:1800,171,2.4,27.4,1.0,1,H
Auckland, Sky Tower,20230324:1900,205,3.1,13.5,0.6,1,H
Auckland, Sky Tower,20230324:2000,227,3.5,4.8,0.4,1,H
Auckland, Sky Tower,20230324:2100,205,3.0,9.2,0.2,1,H
Auckland, Sky Tower,20230324:2200,187,2.8,3.6,0.4,1,H
Auckland, Sky Tower,20230324:2300,194,1.6,8.3,0.5,1,H
Auckland, Sky Tower,20230325:0000,256,0.2,21.2,0.9,1,H
Auckland, Sky Tower,20230325:0100,279,1.0,13.7,0.2,1,H
Auckland, Sky Tower,20230325:0200,290,1.7,7.6,0.6,1,H
Auckland, Sky Tower,20230325:0300,280,2.8,3.3,0.1,1,H
Auckland, Sky Tower,20230325:0400,281,2.9,3.5,0.4,1,H
Auckland, Sky Tower,20230325:0500,268,3.8,5.3,0.3,1,H
Auckland, Sky Tower,20230325:0600,265,4.2,3.1,0.2,1,H
Auckland, Sky Tower,20230325:0700,252,4.0,3.9,0.2,1,H
Auckland, Sky Tower,20230325:0800,251,3.4,3.5,0.1,1,H
Auckland, Sky Tower,20230325:0900,256,2.6,4.2,0.3,1,H
Auckland, Sky Tower,20230325:1000,266,2.2,12.9,0.4,1,H
Auckland, Sky Tower,20230325:1100,281,2.9,14.9,1.0,1,H
Auckland, Sky Tower,20230325:1200,281,3.4,15.4,0.8,1,H
Auckland, Sky Tower,20230325:1300,268,4.6,13.1,1.1,1,H
Auckland, Sky Tower,20230325:1400,263,6.7,7.7,1.2,1,H
Auckland, Sky Tower,20230325:1500,259,5.2,10.0,0.9,1,H
Auckland, Sky Tower,20230325:1600,264,4.6,9.2,0.6,1,H
Auckland, Sky Tower,20230325:1700,264,5.7,6.0,0.6,1,H
Auckland, Sky Tower,20230325:1800,262,5.6,6.8,0.6,1,H
Auckland, Sky Tower,20230325:1900,263,6.0,4.2,0.4,1,H
Auckland, Sky Tower,20230325:2000,267,5.6,3.7,0.3,1,H
Auckland, Sky Tower,20230325:2100,265,6.1,2.2,0.5,1,H
Auckland, Sky Tower,20230325:2200,278,5.2,6.2,0.2,1,H
Auckland, Sky Tower,20230325:2300,273,6.0,2.8,0.5,1,H
Auckland, Sky Tower,20230326:0000,265,6.5,2.3,0.1,1,H
Auckland, Sky Tower,20230326:0100,262,6.5,1.3,0.2,1,H
Auckland, Sky Tower,20230326:0200,267,6.8,2.1,0.2,1,H
Auckland, Sky Tower,20230326:0300,268,6.8,3.3,0.2,1,H
Auckland, Sky Tower,20230326:0400,275,7.0,2.5,0.5,1,H
Auckland, Sky Tower,20230326:0500,275,7.8,1.0,0.2,1,H
Auckland, Sky Tower,20230326:0600,278,7.2,1.7,0.3,1,H
Auckland, Sky Tower,20230326:0700,281,7.4,3.3,0.3,1,H
Auckland, Sky Tower,20230326:0800,278,7.6,2.2,0.4,1,H
Auckland, Sky Tower,20230326:0900,275,7.9,3.9,0.3,1,H
Auckland, Sky Tower,20230326:1000,279,5.7,6.6,0.9,1,H
Auckland, Sky Tower,20230326:1100,277,4.6,10.0,0.8,1,H
Auckland, Sky Tower,20230326:1200,278,5.7,6.8,0.7,1,H
Auckland, Sky Tower,20230326:1300,270,6.5,7.6,0.8,1,H
Auckland, Sky Tower,20230326:1400,266,6.8,6.9,0.7,1,H
Auckland, Sky Tower,20230326:1500,265,6.5,8.5,0.8,1,H
Auckland, Sky Tower,20230326:1600,265,6.9,5.3,0.7,1,H
Auckland, Sky Tower,20230326:1700,264,7.1,6.4,0.6,1,H
Auckland, Sky Tower,20230326:1800,266,7.1,4.5,0.7,1,H
Auckland, Sky Tower,20230326:1900,275,6.1,6.1,0.5,1,H
Auckland, Sky Tower,20230326:2000,266,6.4,4.6,0.4,1,H
Auckland, Sky Tower,20230326:2100,260,5.5,4.9,0.5,1,H
Auckland, Sky Tower,20230326:2200,255,5.9,7.0,0.7,1,H
Auckland, Sky Tower,20230326:2300,273,3.5,6.6,0.5,1,H
Auckland, Sky Tower,20230327:0000,279,3.2,9.8,0.6,1,H
Auckland, Sky Tower,20230327:0100,271,2.9,8.8,0.5,1,H
Auckland, Sky Tower,20230327:0200,281,3.2,5.0,0.5,1,H
Auckland, Sky Tower,20230327:0300,294,3.9,8.4,0.4,1,H
Auckland, Sky Tower,20230327:0400,283,4.1,3.9,0.3,1,H
Auckland, Sky Tower,20230327:0500,264,4.7,8.2,0.4,1,H
Auckland, Sky Tower,20230327:0600,249,4.3,4.7,0.5,1,H
Auckland, Sky Tower,20230327:0700,249,3.3,4.7,0.2,1,H
Auckland, Sky Tower,20230327:0800,235,3.0,7.0,0.2,1,H
Auckland, Sky Tower,20230327:0900,258,2.1,15.2,0.6,1,H
Auckland, Sky Tower,20230327:1000,262,1.4,22.5,0.5,1,H
Auckland, Sky Tower,20230327:1100,275,2.2,14.0,0.5,1,H
Auckland, Sky Tower,20230327:1200,292,1.9,16.9,0.7,1,H
Auckland, Sky Tower,20230327:1300,271,1.8,22.9,0.8,1,H
Auckland, Sky Tower,20230327:1400,303,2.5,34.3,0.7,1,H
Auckland, Sky Tower,20230327:1500,1,2.2,16.8,0.5,1,H
Auckland, Sky Tower,20230327:1600,18,1.9,8.4,0.5,1,H
Auckland, Sky Tower,20230327:1700,14,3.2,5.2,0.5,1,H
Auckland, Sky Tower,20230327:1800,9,1.4,27.1,1.0,1,H
Auckland, Sky Tower,20230327:1900,164,1.7,48.2,4.0,1,H
Auckland, Sky Tower,20230327:2000,190,3.4,7.6,0.4,1,H
Auckland, Sky Tower,20230327:2100,202,3.0,7.5,0.5,1,H
Auckland, Sky Tower,20230327:2200,246,1.0,16.2,0.7,1,H
Auckland, Sky Tower,20230327:2300,252,1.6,5.5,0.8,1,H
Auckland, Sky Tower,20230328:0000,235,5.1,5.5,0.4,1,H
Auckland, Sky Tower,20230328:0100,236,6.0,2.4,0.4,1,H
Auckland, Sky Tower,20230328:0200,235,5.0,1.9,0.6,1,H
Auckland, Sky Tower,20230328:0300,225,3.1,5.9,0.4,1,H
Auckland, Sky Tower,20230328:0400,244,2.5,11.4,0.3,1,H
Auckland, Sky Tower,20230328:0500,224,4.1,10.7,1.5,1,H
Auckland, Sky Tower,20230328:0600,227,5.4,4.7,0.5,1,H
Auckland, Sky Tower,20230328:0700,215,3.6,12.8,0.5,1,H
Auckland, Sky Tower,20230328:0800,203,3.3,8.2,0.5,1,H
Auckland, Sky Tower,20230328:0900,194,2.8,9.5,0.7,1,H
Auckland, Sky Tower,20230328:1000,193,2.0,29.7,0.7,1,H
Auckland, Sky Tower,20230328:1100,227,1.9,32.0,0.7,1,H
Auckland, Sky Tower,20230328:1200,213,4.0,21.3,1.6,1,H
Auckland, Sky Tower,20230328:1300,200,6.8,5.4,1.1,1,H
Auckland, Sky Tower,20230328:1400,200,7.1,6.9,1.5,1,H
Auckland, Sky Tower,20230328:1500,199,9.5,5.5,0.8,1,H
Auckland, Sky Tower,20230328:1600,213,5.9,11.2,0.9,1,H
Auckland, Sky Tower,20230328:1700,210,5.7,11.5,1.3,1,H
Auckland, Sky Tower,20230328:1800,219,7.1,7.2,0.6,1,H
Auckland, Sky Tower,20230328:1900,230,7.4,4.6,0.9,1,H
Auckland, Sky Tower,20230328:2000,233,6.4,3.7,0.8,1,H
Auckland, Sky Tower,20230328:2100,241,7.8,6.1,0.5,1,H
Auckland, Sky Tower,20230328:2200,258,8.8,3.5,0.5,1,H
Auckland, Sky Tower,20230328:2300,259,8.1,6.7,1.4,1,H
Auckland, Sky Tower,20230329:0000,216,12.4,22.9,1.8,1,H
Auckland, Sky Tower,20230329:0100,200,12.9,3.7,1.3,1,H
