Station,Date(NZST),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
Auckland Aero,20190510:0900,20.9,24,15.5,24,14.2,24,18.2,-,24,D
Auckland Aero,20190511:0900,20.4,24,10.2,24,7.8,24,15.3,-,24,D
Auckland Aero,20190512:0900,20.6,24,13.3,24,10.2,24,17.0,-,24,D
Auckland Aero,20190513:0900,20.8,24,15.6,24,14.2,24,18.2,-,24,D
Auckland Aero,20190514:0900,18.4,24,10.8,24,8.3,24,14.6,-,24,D
Auckland Aero,20190515:0900,17.0,24,11.6,24,9.0,24,14.3,-,24,D
Auckland Aero,20190516:0900,20.1,24,14.4,24,12.9,24,17.3,-,24,D
Auckland Aero,20190517:0900,18.0,24,13.3,24,12.1,24,15.7,-,24,D
Auckland Aero,20190518:0900,17.2,24,8.4,24,5.8,24,12.8,-,24,D
Auckland Aero,20190519:0900,18.4,24,12.3,24,10.9,24,15.4,-,24,D
Auckland Aero,20190520:0900,18.2,24,13.1,24,10.7,24,15.7,-,24,D
Auckland Aero,20190521:0900,17.0,24,12.9,24,11.4,24,15.0,-,24,D
Auckland Aero,20190522:0900,16.8,24,12.7,24,11.9,24,14.8,-,24,D
Auckland Aero,20190523:0900,17.4,24,10.8,24,7.8,24,14.1,-,24,D
Auckland Aero,20190524:0900,17.0,24,9.0,24,4.8,24,13.0,-,24,D
Auckland Aero,20190525:0900,17.9,24,8.4,24,5.0,24,13.2,-,24,D
Auckland Aero,20190526:0900,17.6,24,7.5,24,4.4,24,12.6,-,24,D
Auckland Aero,20190527:0900,17.8,24,10.3,24,8.9,24,14.1,-,24,D
Auckland Aero,20190528:0900,20.0,24,12.6,24,9.5,24,16.3,-,24,D
Auckland Aero,20190529:0900,19.8,24,14.0,24,11.4,24,16.9,-,24,D
Auckland Aero,20190530:0900,18.6,24,10.0,24,8.3,24,14.3,-,24,D
Auckland Aero,20190531:0900,20.7,24,13.1,24,12.9,24,16.9,-,24,D
Auckland Aero,20190601:0900,15.7,24,10.4,24,8.9,24,13.1,-,24,D
Auckland Aero,20190602:0900,15.1,24,6.8,24,5.4,24,11.0,-,24,D
Auckland Aero,20190603:0900,13.7,24,4.7,24,1.8,24,9.2,-,24,D
Auckland Aero,20190604:0900,13.9,24,6.4,24,4.6,24,10.2,-,24,D
Auckland Aero,20190605:0900,16.7,24,10.7,24,9.0,24,13.7,-,24,D
Auckland Aero,20190606:0900,16.1,24,10.4,24,8.3,24,13.3,-,24,D
Auckland Aero,20190607:0900,15.0,24,11.0,24,9.5,24,13.0,-,24,D
Auckland Aero,20190608:0900,15.1,24,10.0,24,8.7,24,12.6,-,24,D
Auckland Aero,20190609:0900,16.4,24,9.4,24,4.5,24,12.9,-,24,D
Auckland Aero,20190610:0900,15.4,24,9.4,24,7.7,24,12.4,-,24,D
Auckland Aero,20190611:0900,16.9,24,7.2,24,5.2,24,12.1,-,24,D
Auckland Aero,20190612:0900,17.3,24,10.3,24,7.1,24,13.8,-,24,D
Auckland Aero,20190613:0900,15.1,24,8.3,24,6.6,24,11.7,-,24,D
Auckland Aero,20190614:0900,15.6,24,7.1,24,4.9,24,11.4,-,24,D
Auckland Aero,20190615:0900,16.5,24,8.7,24,9.7,24,12.6,-,24,D
Auckland Aero,20190616:0900,17.0,24,12.3,24,10.2,24,14.7,-,24,D
Auckland Aero,20190617:0900,16.8,24,11.0,24,8.4,24,13.9,-,24,D
Auckland Aero,20190618:0900,15.2,24,7.5,24,4.3,24,11.4,-,24,D
Auckland Aero,20190619:0900,14.4,24,3.9,24,0.7,24,9.2,-,24,D
Auckland Aero,20190620:0900,14.0,24,6.6,24,3.8,24,10.3,-,24,D
Auckland Aero,20190621:0900,16.0,24,11.8,24,9.5,24,13.9,-,24,D
Auckland Aero,20190622:0900,16.4,24,8.0,24,6.1,24,12.2,-,24,D
Auckland Aero,20190623:0900,14.0,24,9.5,24,7.5,24,11.8,-,24,D
Auckland Aero,20190624:0900,15.7,24,8.4,24,7.1,24,12.1,-,24,D
Auckland Aero,20190625:0900,15.2,24,8.2,24,6.8,24,11.7,-,24,D
Auckland Aero,20190626:0900,14.6,24,4.4,24,1.3,24,9.5,-,24,D
Auckland Aero,20190627:0900,14.0,24,3.1,24,1.0,24,8.6,-,24,D
Auckland Aero,20190628:0900,14.0,24,6.1,24,2.1,24,10.1,-,24,D
Auckland Aero,20190629:0900,14.7,24,5.5,24,1.2,24,10.1,-,24,D
Auckland Aero,20190630:0900,16.5,24,5.0,24,1.2,24,10.8,-,24,D
Auckland Aero,20190701:0900,15.0,24,7.2,24,4.8,24,11.1,-,24,D
Auckland Aero,20190702:0900,18.2,24,10.2,24,9.4,24,14.2,-,24,D
Auckland Aero,20190703:0900,17.0,24,13.6,24,11.6,24,15.3,-,24,D
Auckland Aero,20190704:0900,18.2,24,15.7,24,14.8,24,17.0,-,24,D
Auckland Aero,20190705:0900,16.7,24,10.1,24,9.3,24,13.4,-,24,D
Auckland Aero,20190706:0900,12.0,24,4.0,24,2.4,24,8.0,-,24,D
Auckland Aero,20190707:0900,13.7,24,2.9,24,1.0,24,8.3,-,24,D
Auckland Aero,20190708:0900,12.9,24,5.0,24,5.8,24,9.0,-,24,D
Auckland Aero,20190709:0900,14.9,24,7.8,24,5.2,24,11.4,-,24,D
Auckland Aero,20190710:0900,14.2,24,6.1,24,4.9,24,10.2,-,24,D
Auckland Aero,20190711:0900,16.0,24,8.3,24,7.8,24,12.2,-,24,D
Auckland Aero,20190712:0900,17.0,24,7.8,24,4.9,24,12.4,-,24,D
Auckland Aero,20190713:0900,15.5,24,9.2,24,7.8,24,12.4,-,24,D
Auckland Aero,20190714:0900,17.8,24,12.2,24,10.8,24,15.0,-,24,D
Auckland Aero,20190715:0900,16.5,24,9.1,24,8.5,24,12.8,-,24,D
Auckland Aero,20190716:0900,15.9,24,11.7,24,9.5,24,13.8,-,24,D
Auckland Aero,20190717:0900,15.9,24,10.1,24,9.0,24,13.0,-,24,D
Auckland Aero,20190718:0900,15.8,24,9.0,24,7.2,24,12.4,-,24,D
Auckland Aero,20190719:0900,16.4,24,8.7,24,7.4,24,12.6,-,24,D
Auckland Aero,20190720:0900,15.1,24,9.8,24,9.4,24,12.5,-,24,D
Auckland Aero,20190721:0900,15.5,24,7.4,24,5.9,24,11.5,-,24,D
Auckland Aero,20190722:0900,14.8,24,6.5,24,5.1,24,10.7,-,24,D
Auckland Aero,20190723:0900,15.5,24,5.7,24,3.9,24,10.6,-,24,D
Auckland Aero,20190724:0900,15.0,24,6.0,24,4.2,24,10.5,-,24,D
Auckland Aero,20190725:0900,14.3,24,5.5,24,3.2,24,9.9,-,24,D
Auckland Aero,20190726:0900,15.1,24,8.6,24,6.6,24,11.9,-,24,D
Auckland Aero,20190727:0900,17.6,24,9.5,24,7.8,24,13.6,-,24,D
Auckland Aero,20190728:0900,17.3,24,7.1,24,4.7,24,12.2,-,24,D
Auckland Aero,20190729:0900,17.0,24,7.7,24,4.9,24,12.4,-,24,D
Auckland Aero,20190730:0900,18.0,24,9.3,24,6.7,24,13.7,-,24,D
Auckland Aero,20190731:0900,16.6,24,9.2,24,6.6,24,12.9,-,24,D
Auckland Aero,20190801:0900,13.8,24,4.6,24,2.2,24,9.2,-,24,D
Auckland Aero,20190802:0900,12.8,24,7.1,24,6.0,24,10.0,-,24,D
Auckland Aero,20190803:0900,15.5,24,8.9,24,7.4,24,12.2,-,24,D
Auckland Aero,20190804:0900,13.8,24,10.1,24,9.6,24,12.0,-,24,D
Auckland Aero,20190805:0900,15.3,24,7.3,24,3.2,24,11.3,-,24,D
Auckland Aero,20190806:0900,12.1,24,7.9,24,5.9,24,10.0,-,24,D
Auckland Aero,20190807:0900,13.9,24,7.6,24,5.7,24,10.8,-,24,D
Auckland Aero,20190808:0900,15.3,24,10.2,24,8.8,24,12.8,-,24,D
Auckland Aero,20190809:0900,16.6,24,10.9,24,11.0,24,13.8,-,24,D
Auckland Aero,20190810:0900,15.3,24,11.7,24,10.2,24,13.5,-,24,D
Auckland Aero,20190811:0900,17.9,24,12.9,24,11.8,24,15.4,-,24,D
Auckland Aero,20190812:0900,19.6,24,9.7,24,8.9,24,14.7,-,24,D
Auckland Aero,20190813:0900,16.1,24,10.6,24,10.0,24,13.4,-,24,D
Auckland Aero,20190814:0900,15.5,24,10.3,24,9.1,24,12.9,-,24,D
Auckland Aero,20190815:0900,15.2,24,8.2,24,7.0,24,11.7,-,24,D
Auckland Aero,20190816:0900,14.5,24,8.3,24,7.7,24,11.4,-,24,D
Auckland Aero,20190817:0900,14.8,24,7.8,24,7.3,24,11.3,-,24,D
Auckland Aero,20190818:0900,16.6,24,9.3,24,9.2,24,13.0,-,24,D
Auckland Aero,20190819:0900,10.8,24,3.3,24,2.4,24,7.1,-,24,D
Auckland Aero,20190820:0900,13.5,24,6.8,24,6.9,24,10.2,-,24,D
Auckland Aero,20190821:0900,14.7,24,10.4,24,10.4,24,12.6,-,24,D
Auckland Aero,20190822:0900,14.6,24,10.7,24,10.1,24,12.7,-,24,D
Auckland Aero,20190823:0900,14.2,24,10.1,24,9.5,24,12.2,-,24,D
Auckland Aero,20190824:0900,13.8,24,10.0,24,8.2,24,11.9,-,24,D
Auckland Aero,20190825:0900,14.7,24,11.1,24,9.4,24,12.9,-,24,D
Auckland Aero,20190826:0900,15.9,24,12.2,24,10.1,24,14.1,-,24,D
Auckland Aero,20190827:0900,16.6,24,9.8,24,8.2,24,13.2,-,24,D
Auckland Aero,20190828:0900,15.1,24,9.6,24,7.1,24,12.4,-,24,D
Auckland Aero,20190829:0900,15.5,24,7.1,24,6.4,24,11.3,-,24,D
Auckland Aero,20190830:0900,15.5,24,7.1,24,5.7,24,11.3,-,24,D
Auckland Aero,20190831:0900,16.3,24,11.3,24,9.5,24,13.8,-,24,D
Auckland Aero,20190901:0900,15.2,24,5.9,24,4.3,24,10.6,-,24,D
Auckland Aero,20190902:0900,15.5,24,7.5,24,6.8,24,11.5,-,24,D
Auckland Aero,20190903:0900,16.4,24,10.1,24,9.8,24,13.3,-,24,D
Auckland Aero,20190904:0900,17.9,24,13.9,24,13.6,24,15.9,-,24,D
Auckland Aero,20190905:0900,19.7,24,14.2,24,12.9,24,17.0,-,24,D
Auckland Aero,20190906:0900,18.0,24,11.3,24,10.1,24,14.7,-,24,D
Auckland Aero,20190907:0900,14.6,24,8.5,24,8.5,24,11.6,-,24,D
Auckland Aero,20190908:0900,15.8,24,8.6,24,8.6,24,12.2,-,24,D
Auckland Aero,20190909:0900,17.3,24,9.9,24,10.0,24,13.6,-,24,D
Auckland Aero,20190910:0900,17.8,24,10.6,24,10.4,24,14.2,-,24,D
Auckland Aero,20190911:0900,14.9,24,7.7,24,8.0,24,11.3,-,24,D
Auckland Aero,20190912:0900,15.0,24,10.6,24,9.0,24,12.8,-,24,D
Auckland Aero,20190913:0900,15.6,24,11.2,24,10.0,24,13.4,-,24,D
Auckland Aero,20190914:0900,17.2,24,11.3,24,10.2,24,14.3,-,24,D
Auckland Aero,20190915:0900,17.8,24,8.1,24,7.7,24,13.0,-,24,D
Auckland Aero,20190916:0900,16.1,24,9.9,24,9.1,24,13.0,-,24,D
Auckland Aero,20190917:0900,16.6,24,12.2,24,10.8,24,14.4,-,24,D
Auckland Aero,20190918:0900,19.3,24,10.2,24,9.4,24,14.8,-,24,D
Auckland Aero,20190919:0900,15.9,24,10.0,24,9.4,24,13.0,-,24,D
Auckland Aero,20190920:0900,15.6,24,7.5,24,6.1,24,11.6,-,24,D
Auckland Aero,20190921:0900,16.0,24,6.9,24,5.6,24,11.5,-,24,D
Auckland Aero,20190922:0900,16.7,24,8.3,24,6.2,24,12.5,-,24,D
Auckland Aero,20190923:0900,15.9,24,11.8,24,9.8,24,13.9,-,24,D
Auckland Aero,20190924:0900,17.6,24,12.9,24,12.0,24,15.3,-,24,D
Auckland Aero,20190925:0900,16.8,24,9.7,24,8.1,24,13.3,-,24,D
Auckland Aero,20190926:0900,15.8,24,8.2,24,7.1,24,12.0,-,24,D
Auckland Aero,20190927:0900,14.4,24,10.7,24,9.0,24,12.6,-,24,D
Auckland Aero,20190928:0900,16.0,24,10.5,24,9.3,24,13.3,-,24,D
Auckland Aero,20190929:0800,16.6,24,8.6,24,8.0,24,12.6,-,24,D
Auckland Aero,20190930:0800,18.6,24,12.5,24,11.1,24,15.6,-,24,D
Auckland Aero,20191001:0800,18.6,24,11.4,24,9.8,24,15.0,-,24,D
Auckland Aero,20191002:0800,16.1,24,8.7,24,6.8,24,12.4,-,24,D
Auckland Aero,20191003:0800,14.9,24,8.0,24,6.4,24,11.5,-,24,D
Auckland Aero,20191004:0800,14.3,24,8.7,24,7.7,24,11.5,-,24,D
Auckland Aero,20191005:0800,15.9,24,10.1,24,8.4,24,13.0,-,24,D
Auckland Aero,20191006:0800,17.8,24,10.8,24,11.1,24,14.3,-,24,D
Auckland Aero,20191007:0800,16.2,24,11.2,24,10.0,24,13.7,-,24,D
Auckland Aero,20191008:0800,17.4,24,11.7,24,10.2,24,14.6,-,24,D
Auckland Aero,20191009:0800,18.6,24,9.4,24,8.6,24,14.0,-,24,D
Auckland Aero,20191010:0800,21.2,24,13.9,24,14.6,24,17.6,-,24,D
Auckland Aero,20191011:0800,19.4,24,15.0,24,14.7,24,17.2,-,24,D
Auckland Aero,20191012:0800,17.6,24,13.1,24,12.5,24,15.4,-,24,D
Auckland Aero,20191013:0800,18.6,24,9.6,24,7.9,24,14.1,-,24,D
Auckland Aero,20191014:0800,18.1,24,11.0,24,9.0,24,14.6,-,24,D
Auckland Aero,20191015:0800,15.5,24,12.8,24,11.8,24,14.2,-,24,D
Auckland Aero,20191016:0800,18.6,24,13.1,24,11.6,24,15.9,-,24,D
Auckland Aero,20191017:0800,16.4,24,12.5,24,11.0,24,14.5,-,24,D
Auckland Aero,20191018:0800,17.2,24,10.9,24,10.0,24,14.1,-,24,D
Auckland Aero,20191019:0800,20.4,24,14.0,24,13.3,24,17.2,-,24,D
Auckland Aero,20191020:0800,19.6,24,13.2,24,12.4,24,16.4,-,24,D
Auckland Aero,20191021:0800,17.7,24,11.7,24,10.3,24,14.7,-,24,D
Auckland Aero,20191022:0800,18.5,24,12.3,24,11.3,24,15.4,-,24,D
Auckland Aero,20191023:0800,17.4,24,10.1,24,8.4,24,13.8,-,24,D
Auckland Aero,20191024:0800,15.2,24,10.5,24,9.2,24,12.9,-,24,D
Auckland Aero,20191025:0800,17.5,24,12.0,24,10.2,24,14.8,-,24,D
Auckland Aero,20191026:0800,16.4,24,12.3,24,10.5,24,14.4,-,24,D
Auckland Aero,20191027:0800,17.3,24,10.8,24,6.8,24,14.1,-,24,D
Auckland Aero,20191028:0800,19.5,24,11.6,24,8.7,24,15.6,-,24,D
Auckland Aero,20191029:0800,21.2,24,13.0,24,12.2,24,17.1,-,24,D
Auckland Aero,20191030:0800,17.7,24,11.7,24,9.7,24,14.7,-,24,D
Auckland Aero,20191031:0800,17.2,24,13.5,24,12.5,24,15.4,-,24,D
Auckland Aero,20191101:0800,18.0,24,12.8,24,11.4,24,15.4,-,24,D
Auckland Aero,20191102:0800,17.0,24,12.9,24,11.2,24,15.0,-,24,D
Auckland Aero,20191103:0800,17.9,24,13.5,24,12.2,24,15.7,-,24,D
Auckland Aero,20191104:0800,18.9,24,13.4,24,11.9,24,16.2,-,24,D
Auckland Aero,20191105:0800,20.6,24,13.0,24,12.3,24,16.8,-,24,D
Auckland Aero,20191106:0800,24.1,24,12.0,24,7.7,24,18.1,-,24,D
Auckland Aero,20191107:0800,23.7,24,16.3,24,13.9,24,20.0,-,24,D
Auckland Aero,20191108:0800,25.2,24,16.0,24,11.2,24,20.6,-,24,D
Auckland Aero,20191109:0800,23.6,24,17.5,24,16.4,24,20.6,-,24,D
Auckland Aero,20191110:0800,22.4,24,17.5,24,16.4,24,20.0,-,24,D
Auckland Aero,20191111:0800,21.6,24,14.1,24,12.2,24,17.9,-,24,D
Auckland Aero,20191112:0800,17.8,24,10.6,24,9.4,24,14.2,-,24,D
Auckland Aero,20191113:0800,17.1,24,10.9,24,8.1,24,14.0,-,24,D
Auckland Aero,20191114:0800,19.4,24,12.8,24,10.4,24,16.1,-,24,D
Auckland Aero,20191115:0800,20.6,24,13.8,24,11.5,24,17.2,-,24,D
Auckland Aero,20191116:0800,19.0,24,11.5,24,8.7,24,15.3,-,24,D
Auckland Aero,20191117:0800,22.0,24,13.9,24,9.9,24,18.0,-,24,D
Auckland Aero,20191118:0800,22.7,24,17.3,24,16.0,24,20.0,-,24,D
Auckland Aero,20191119:0800,21.4,24,10.7,24,7.8,24,16.1,-,24,D
Auckland Aero,20191120:0800,17.8,24,9.6,24,7.3,24,13.7,-,24,D
Auckland Aero,20191121:0800,20.8,24,13.1,24,11.1,24,17.0,-,24,D
Auckland Aero,20191122:0800,18.3,24,12.8,24,10.2,24,15.6,-,24,D
Auckland Aero,20191123:0800,18.5,24,14.3,24,12.8,24,16.4,-,24,D
Auckland Aero,20191124:0800,20.1,24,14.9,24,14.9,24,17.5,-,24,D
Auckland Aero,20191125:0800,19.5,24,15.2,24,14.0,24,17.4,-,24,D
Auckland Aero,20191126:0800,20.5,24,13.4,24,9.9,24,17.0,-,24,D
Auckland Aero,20191127:0800,22.8,24,13.6,24,9.7,24,18.2,-,24,D
Auckland Aero,20191128:0800,23.4,24,16.0,24,11.9,24,19.7,-,24,D
Auckland Aero,20191129:0800,-,-,16.7,24,13.6,24,-,-,-,D
Auckland Aero,20191130:0800,25.1,24,15.1,24,10.1,24,20.1,-,24,D
Auckland Aero,20191201:0800,25.4,24,16.7,24,14.7,24,21.1,-,24,D
Auckland Aero,20191202:0800,24.5,24,17.7,24,16.3,24,21.1,-,24,D
Auckland Aero,20191203:0800,24.3,24,19.0,24,18.2,24,21.7,-,24,D
Auckland Aero,20191204:0800,24.6,24,14.9,24,11.3,24,19.8,-,24,D
Auckland Aero,20191205:0800,25.9,24,14.1,24,9.3,24,20.0,-,24,D
Auckland Aero,20191206:0800,26.0,24,15.7,24,12.1,24,20.9,-,24,D
Auckland Aero,20191207:0800,26.0,24,17.5,24,12.8,24,21.8,-,24,D
Auckland Aero,20191208:0800,26.4,24,18.5,24,17.1,24,22.5,-,24,D
Auckland Aero,20191209:0800,26.4,24,16.7,24,15.8,24,21.6,-,24,D
Auckland Aero,20191210:0800,21.8,24,13.6,24,12.0,24,17.7,-,24,D
Auckland Aero,20191211:0800,23.5,24,11.0,24,6.5,24,17.3,-,24,D
Auckland Aero,20191212:0800,23.1,24,15.1,24,13.0,24,19.1,-,24,D
Auckland Aero,20191213:0800,24.5,24,15.1,24,12.4,24,19.8,-,24,D
Auckland Aero,20191214:0800,23.0,24,17.7,24,17.3,24,20.4,-,24,D
Auckland Aero,20191215:0800,22.3,24,14.7,24,10.6,24,18.5,-,24,D
Auckland Aero,20191216:0800,23.2,24,17.7,24,16.0,24,20.5,-,24,D
Auckland Aero,20191217:0800,24.8,24,19.1,24,17.8,24,22.0,-,24,D
Auckland Aero,20191218:0800,22.1,24,14.2,24,12.6,24,18.2,-,24,D
Auckland Aero,20191219:0800,20.1,24,15.1,24,13.5,24,17.6,-,24,D
Auckland Aero,20191220:0800,21.2,24,14.0,24,11.6,24,17.6,-,24,D
Auckland Aero,20191221:0800,23.1,24,12.1,24,9.0,24,17.6,-,24,D
Auckland Aero,20191222:0800,21.3,24,11.1,24,8.5,24,16.2,-,24,D
Auckland Aero,20191223:0800,21.3,24,15.3,24,14.9,24,18.3,-,24,D
Auckland Aero,20191224:0800,20.2,24,16.9,24,15.9,24,18.6,-,24,D
Auckland Aero,20191225:0800,22.2,24,15.3,24,13.5,24,18.8,-,24,D
Auckland Aero,20191226:0800,21.9,24,14.9,24,12.3,24,18.4,-,24,D
Auckland Aero,20191227:0800,22.9,24,16.5,24,15.0,24,19.7,-,24,D
Auckland Aero,20191228:0800,21.2,24,15.9,24,14.2,24,18.6,-,24,D
Auckland Aero,20191229:0800,20.5,24,14.5,24,12.2,24,17.5,-,24,D
Auckland Aero,20191230:0800,20.5,24,15.6,24,14.2,24,18.1,-,24,D
Auckland Aero,20191231:0800,21.7,24,16.9,24,16.2,24,19.3,-,24,D
Auckland Aero,20200101:0800,23.7,24,15.9,24,13.0,24,19.8,-,24,D
Auckland Aero,20200102:0800,21.5,24,16.6,24,15.5,24,19.1,-,24,D
Auckland Aero,20200103:0800,22.6,24,17.8,24,17.0,24,20.2,-,24,D
Auckland Aero,20200104:0800,22.3,24,16.4,24,14.8,24,19.4,-,24,D
Auckland Aero,20200105:0800,20.8,24,15.6,24,14.4,24,18.2,-,24,D
Auckland Aero,20200106:0800,20.8,24,15.1,24,14.5,24,18.0,-,24,D
Auckland Aero,20200107:0800,20.4,24,14.1,24,12.8,24,17.3,-,24,D
Auckland Aero,20200108:0800,20.2,24,11.8,24,7.2,24,16.0,-,24,D
Auckland Aero,20200109:0800,21.3,24,14.1,24,12.0,24,17.7,-,24,D
Auckland Aero,20200110:0800,21.5,24,15.7,24,14.5,24,18.6,-,24,D
Auckland Aero,20200111:0800,21.8,24,12.2,24,6.2,24,17.0,-,24,D
Auckland Aero,20200112:0800,22.7,24,12.4,24,5.7,24,17.6,-,24,D
Auckland Aero,20200113:0800,24.5,24,13.4,24,8.8,24,19.0,-,24,D
Auckland Aero,20200114:0800,24.9,24,15.2,24,14.5,24,20.1,-,24,D
Auckland Aero,20200115:0800,20.1,24,14.9,24,13.2,24,17.5,-,24,D
Auckland Aero,20200116:0800,23.7,24,13.4,24,10.3,24,18.6,-,24,D
Auckland Aero,20200117:0800,24.1,24,15.4,24,12.3,24,19.8,-,24,D
Auckland Aero,20200118:0800,24.5,24,14.1,24,9.3,24,19.3,-,24,D
Auckland Aero,20200119:0800,24.1,24,15.5,24,11.5,24,19.8,-,24,D
Auckland Aero,20200120:0800,27.3,24,16.1,24,10.2,24,21.7,-,24,D
Auckland Aero,20200121:0800,26.7,24,18.1,24,16.7,24,22.4,-,24,D
Auckland Aero,20200122:0800,23.7,24,17.6,24,16.8,24,20.7,-,24,D
Auckland Aero,20200123:0800,23.5,24,16.3,24,13.9,24,19.9,-,24,D
Auckland Aero,20200124:0800,24.7,24,19.2,24,18.7,24,22.0,-,24,D
Auckland Aero,20200125:0800,27.1,24,17.0,24,14.7,24,22.1,-,24,D
Auckland Aero,20200126:0800,24.5,24,19.1,24,17.8,24,21.8,-,24,D
Auckland Aero,20200127:0800,25.0,24,18.6,24,18.6,24,21.8,-,24,D
Auckland Aero,20200128:0800,26.0,24,19.5,24,18.1,24,22.8,-,24,D
Auckland Aero,20200129:0800,25.6,24,20.2,24,19.6,24,22.9,-,24,D
Auckland Aero,20200130:0800,26.8,24,19.4,24,17.7,24,23.1,-,24,D
Auckland Aero,20200131:0800,27.2,24,18.1,24,16.1,24,22.7,-,24,D
Auckland Aero,20200201:0800,25.3,24,19.7,24,18.6,24,22.5,-,24,D
Auckland Aero,20200202:0800,25.7,24,19.9,24,18.9,24,22.8,-,24,D
Auckland Aero,20200203:0800,26.1,24,20.2,24,18.7,24,23.2,-,24,D
Auckland Aero,20200204:0800,27.4,24,17.4,24,13.6,24,22.4,-,24,D
Auckland Aero,20200205:0800,29.8,24,19.0,24,18.1,24,24.4,-,24,D
Auckland Aero,20200206:0800,23.9,24,13.7,24,8.7,24,18.8,-,24,D
Auckland Aero,20200207:0800,23.7,24,16.0,24,14.0,24,19.9,-,24,D
Auckland Aero,20200208:0800,24.3,24,16.2,24,10.7,24,20.3,-,24,D
Auckland Aero,20200209:0800,26.3,24,16.2,24,15.2,24,21.3,-,24,D
Auckland Aero,20200210:0800,22.4,24,12.7,24,7.3,24,17.6,-,24,D
Auckland Aero,20200211:0800,22.9,24,14.6,24,8.7,24,18.8,-,24,D
Auckland Aero,20200212:0800,24.0,24,12.7,24,8.1,24,18.4,-,24,D
Auckland Aero,20200213:0800,28.2,24,14.5,24,9.0,24,21.4,-,24,D
Auckland Aero,20200214:0800,25.1,24,16.2,24,11.6,24,20.7,-,24,D
Auckland Aero,20200215:0800,29.0,24,18.0,24,14.3,24,23.5,-,24,D
Auckland Aero,20200216:0800,24.4,24,18.7,24,17.1,24,21.6,-,24,D
Auckland Aero,20200217:0800,27.4,24,18.6,24,14.5,24,23.0,-,24,D
Auckland Aero,20200218:0800,27.6,24,19.5,24,16.8,24,23.6,-,24,D
Auckland Aero,20200219:0800,28.2,24,19.9,24,17.2,24,24.1,-,24,D
Auckland Aero,20200220:0800,26.4,24,17.6,24,14.7,24,22.0,-,24,D
Auckland Aero,20200221:0800,26.5,24,16.8,24,12.2,24,21.7,-,24,D
Auckland Aero,20200222:0800,28.8,24,19.5,24,17.0,24,24.2,-,24,D
Auckland Aero,20200223:0800,23.4,24,16.3,24,14.2,24,19.9,-,24,D
Auckland Aero,20200224:0800,22.3,24,13.5,24,11.4,24,17.9,-,24,D
Auckland Aero,20200225:0800,26.9,24,12.5,24,8.1,24,19.7,-,24,D
Auckland Aero,20200226:0800,24.5,24,16.2,24,13.4,24,20.4,-,24,D
Auckland Aero,20200227:0800,26.0,24,17.1,24,13.1,24,21.6,-,24,D
Auckland Aero,20200228:0800,27.1,24,16.8,24,13.2,24,22.0,-,24,D
Auckland Aero,20200229:0800,27.3,24,18.0,24,13.6,24,22.7,-,24,D
Auckland Aero,20200301:0800,28.0,24,16.1,24,11.1,24,22.1,-,24,D
Auckland Aero,20200302:0800,27.9,24,18.5,24,18.2,24,23.2,-,24,D
Auckland Aero,20200303:0800,25.4,24,17.9,24,16.2,24,21.7,-,24,D
Auckland Aero,20200304:0800,27.6,24,20.5,24,19.3,24,24.1,-,24,D
Auckland Aero,20200305:0800,24.7,24,17.8,24,16.0,24,21.3,-,24,D
Auckland Aero,20200306:0800,22.8,24,14.3,24,10.5,24,18.6,-,24,D
Auckland Aero,20200307:0800,23.9,24,15.3,24,10.5,24,19.6,-,24,D
Auckland Aero,20200308:0800,25.0,24,13.1,24,8.6,24,19.1,-,24,D
Auckland Aero,20200309:0800,25.4,24,16.6,24,16.1,24,21.0,-,24,D
Auckland Aero,20200310:0800,24.9,24,17.8,24,16.8,24,21.4,-,24,D
Auckland Aero,20200311:0800,23.5,24,15.3,24,11.9,24,19.4,-,24,D
Auckland Aero,20200312:0800,23.0,24,14.7,24,12.1,24,18.9,-,24,D
Auckland Aero,20200313:0800,24.7,24,13.3,24,8.1,24,19.0,-,24,D
Auckland Aero,20200314:0800,23.5,24,12.3,24,7.0,24,17.9,-,24,D
Auckland Aero,20200315:0800,24.3,24,13.9,24,8.5,24,19.1,-,24,D
Auckland Aero,20200316:0800,24.2,24,14.2,24,9.7,24,19.2,-,24,D
Auckland Aero,20200317:0800,21.4,24,15.6,24,15.2,24,18.5,-,24,D
Auckland Aero,20200318:0800,23.6,24,11.2,24,5.5,24,17.4,-,24,D
Auckland Aero,20200319:0800,20.9,24,10.3,24,6.7,24,15.6,-,24,D
Auckland Aero,20200320:0800,22.5,24,15.4,24,13.7,24,19.0,-,24,D
Auckland Aero,20200321:0800,22.4,24,15.0,24,11.2,24,18.7,-,24,D
Auckland Aero,20200322:0800,22.9,24,14.9,24,11.3,24,18.9,-,24,D
Auckland Aero,20200323:0800,26.2,24,17.7,24,14.5,24,22.0,-,24,D
Auckland Aero,20200324:0800,22.8,24,15.7,24,14.4,24,19.3,-,24,D
Auckland Aero,20200325:0800,19.4,24,11.5,24,8.4,24,15.5,-,24,D
Auckland Aero,20200326:0800,21.1,24,11.6,24,6.9,24,16.4,-,24,D
Auckland Aero,20200327:0800,21.0,24,13.4,24,10.1,24,17.2,-,24,D
